Latitude,Longitude,Name,Organization,Farm,State,City
-8.237441666666665,-46.65549722222222,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Santo Antônio Khon,Tocantins,Campos Lindos
-12.250475,-45.86673888888889,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Sapucai,Bahia,Luís Eduardo Magalhães
-11.4926,-45.230472222222225,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Sapucai Semear,Bahia,Riachão das Neves
-11.71511111111111,-45.97925277777778,Cerquality Consultoria em Sustentabilidade e Certificação LTDA - Grupo IV,Cerquality Consultoria em Sustentabilidade e Certificação,Fazenda Santo Antônio,Bahia,Barreiras
-14.143727777777777,-56.63576527777778,GMS Agronegócio Ltda,GMS Agronegócio ,Fazenda Uirapuru,Mato Grosso,Diamantino
-24.739889,-49.902293,Produzindo Certo–Grupo Castrolanda,Produzindo Certo,Agropecuária Romi,Paraná,Castro
-24.154856,-49.182219,Produzindo Certo–Grupo Castrolanda,Produzindo Certo,Bom Sucesso,São Paulo,Itararé
-16.8375,-54.04222222222222,Girassol Agrícola Ltda,Girassol Agrícola,Fazenda Girassol,Mato Grosso,Pedra Preta
-15.477500000000001,-54.91222222222222,Fazenda Modelo,Fazenda Modelo,Fazenda Modelo,Mato Grosso,Campo Verde
-16.58431388888889,-54.85796944444444,Agropastoril Jotabasso Ltda-Fazenda Verde,Agropastoril Jotabasso,FAZENDA VERDE,Mato Grosso,Rondonópolis
-12.2564,- 55.0715,Amaggi Exp Imp Ltda–Grupo III,Amaggi,25 de Dezembro,Mato Grosso,Feliz Natal
-12.8999,- 56.3688,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Boa Esperança,Mato Grosso,Lucas do Rio Verde
-14.8251,- 54.1653,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Caimbé,Mato Grosso,Primavera do Leste
-10.8249,- 55.9555,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Calixbento,Mato Grosso,Nova Canaã do Norte
-13.4167,- 58.7736,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Carajás,Mato Grosso,Sapezal
-12.9772,- 56.1877,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Cedro,Mato Grosso,Lucas do Rio Verde
-12.2236,- 55.2898,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Edwirges,Mato Grosso,Vera
-9.7836,- 57.6221,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Embu,Mato Grosso,Nova Monte Verde
-14.8578,- 53.4922,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Independencia,Mato Grosso,Santo Antônio do Leste
-17.0215,- 54.1986,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Leonardo,Mato Grosso,Pedra Preta
-10557,- 56.1193,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Maria Madalena,Mato Grosso,Nova Canaã do Norte
-12.4967,-56.7382,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Martelli II,Mato Grosso,Tapurah
-15.4738,- 54.9054,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Mourão,Mato Grosso,Campo Verde
-15.4043,- 54.6051,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Mutum,Mato Grosso,Dom Aquino
-11.9215,- 56.1551,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Nossa Senhora Aparecida,Mato Grosso,Ipiranga do Norte
-14.9278,- 53.8860,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Nova/Horizonte/Passo Fundo,Mato Grosso,Santo Antônio do Leste
-12.2178,- 55.8519,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Pirapó,Mato Grosso,Sorriso
-13.8894,- 58.9020,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Planta,Mato Grosso,Sapezal
-16.7098,- 54.8092,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Ponte de Pedra/Agrop Boa Vista,Mato Grosso,Rondonópolis
-15258,- 54.1440,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Primavera/Flor do Campo,Mato Grosso,Primavera do Leste
-13.36,- 55.6689,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Quatrilho,Mato Grosso,Sorriso
-10.3552,- 52.4000,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Reata/Goiás,Mato Grosso,São José do Xingu
-12.6097,- 55.5120,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Reunidas São Roberto,Mato Grosso,Vera
-13.5218,- 55.0770,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Rio Bonito,Mato Grosso,Nova Ubiratã
-10.4447,- 54.1320,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Santa Rita,Mato Grosso,Peixote de Azevedo
-12.8816,- 55.5958,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Santin Cavalcante,Mato Grosso,Sorriso
-17.1954,- 54.5083,Amaggi Exp Imp Ltda–Grupo III,Amaggi,São Miguel SM5,Mato Grosso,Itiquira
-12.8419,-52.3886,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Tanguro,Mato Grosso,Querência
-11.5182,- 52.4129,Amaggi Exp Imp Ltda–Grupo III,Amaggi,Três Rodas da Barra/São Luiz/Beira Rio,Mato Grosso,São Félix do Araguaia
-19.36025,-47.364068,Aliança da Terra Grupo IV,Aliança da Terra,Água Santa,Minas Gerais,Perdizes
-17.42317,-51.367197,Aliança da Terra Grupo IV,Aliança da Terra,Bandeirantes,Goiás,Montividiu
-17.373805,-50.985993,Aliança da Terra Grupo IV,Aliança da Terra,Boa Esperança,Goiás,Rio Verde
-17.354913,-51.461452,Aliança da Terra Grupo IV,Aliança da Terra,Boa Vista,Goiás,Montividiu
-17.354913,-51.461452,Aliança da Terra Grupo IV,Aliança da Terra,Bom Jardim e Primavera,Goiás,Montividiu
-17.286756,-51.32331,Aliança da Terra Grupo IV,Aliança da Terra,Bom Jardim (Dorothea),Goiás,Montividiu
-17.281813,-51.329665,Aliança da Terra Grupo IV,Aliança da Terra,Bom Jardim (Marcelo),Goiás,Montividiu
-17.492133,-51.275933,Aliança da Terra Grupo IV,Aliança da Terra,Brasilanda,Goiás,Montividiu
-17.238443,-51.645517,Aliança da Terra Grupo IV,Aliança da Terra,Cachoeirinha,Goiás,Caiapônia
-17.069333,-51.118167,Aliança da Terra Grupo IV,Aliança da Terra,Cana Verde,Goiás,Montividiu
-18.072217,-46.426303,Aliança da Terra Grupo IV,Aliança da Terra,DME,Minas Gerais,Presidente Olegário
-17.836257,-46.35671,Aliança da Terra Grupo IV,Aliança da Terra,Gameleira,Minas Gerais,Lagoa Grande
-18.121277,-50.736345,Aliança da Terra Grupo IV,Aliança da Terra,Mata do Lobo,Goiás,Rio Verde
-17.235353,-51.344025,Aliança da Terra Grupo IV,Aliança da Terra,Mauá,Goiás,Caiapônia
-17.49837,-51.42451,Aliança da Terra Grupo IV,Aliança da Terra,Monte Alegre,Goiás,Rio Verde
-17.402428,-50.821303,Aliança da Terra Grupo IV,Aliança da Terra,Monte Alegre/ Pindaíbas,Goiás,Rio Verde
-17.739327,-51.28907,Aliança da Terra Grupo IV,Aliança da Terra,Pai Manoel,Goiás,Rio Verde
-18.066978,-50.792807,Aliança da Terra Grupo IV,Aliança da Terra,Paraíso do Rio Preto,Goiás,Rio Verde
-18083.0,-50.787721,Aliança da Terra Grupo IV,Aliança da Terra,Paraíso Rio Preto e Renala,Goiás,Rio Verde
-19.222047,-48.03494,Aliança da Terra Grupo IV,Aliança da Terra,Santa Fé,Minas Gerais,Uberlândia
-17.728242,-50.812352,Aliança da Terra Grupo IV,Aliança da Terra,Santa Mônica e Felicidade,Goiás,Rio Verde
-17.204747,-50.525807,Aliança da Terra Grupo IV,Aliança da Terra,Santa Rita e arrendamento,Goiás,Paraúna
-17.492395,-51.601532,Aliança da Terra Grupo IV,Aliança da Terra,São Francisco,Goiás,Rio Verde
-18.42833,-46.056212,Aliança da Terra Grupo IV,Aliança da Terra,São João,Minas Gerais,Varjão de Minas
-17.206031,-51.078808,Aliança da Terra Grupo IV,Aliança da Terra,São José,Goiás,Montividiu
-17.524475,-51.464028,Aliança da Terra Grupo IV,Aliança da Terra,São Sebastião,Goiás,Rio Verde
-17.819058,-51.115422,Aliança da Terra Grupo IV,Aliança da Terra,São Tomaz,Goiás,Rio Verde
-18.861594,-47.707017,Aliança da Terra Grupo IV,Aliança da Terra,Segredo,Minas Gerais,Indianópolis
-18.861594,-47.707017,Aliança da Terra Grupo IV,Aliança da Terra,Speggiorini,Minas Gerais,Indianópolis
-17.394317,-51.403618,Aliança da Terra Grupo IV,Aliança da Terra,Tropical,Goiás,Montividiu
-17.371451,-51.483038,Aliança da Terra Grupo IV,Aliança da Terra,Vargem Grande,Goiás,Montividiu
-17.43054833,-51.58419667,Aliança da Terra Grupo IV,Aliança da Terra,"Vargem Grande, Planalto Verde e Unidas",Goiás,Rio Verde
-17.43818,-51.475864,Aliança da Terra Grupo IV,Aliança da Terra,Vitória,Goiás,Rio Verde
-14.18673888888889,-56.62916111111111,Grupo Hervalense,Grupo Hervalense,Hervalense,Mato Grosso,Diamantino
-14.131436111111112,-57.0099,Grupo Hervalense,Grupo Hervalense,Chapadão,Mato Grosso,Diamantino
-14.467827777777778,-56.20327777777778,Grupo Hervalense,Grupo Hervalense,Lagoa do Cervo,Mato Grosso,Diamantino
-16.38784,-47.115216,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,Agro Verde,Minas Gerais,Unaí
-18.995999,-47.580682,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,Antagordense,Minas Gerais,Romaria
-16.35907,-46.90139,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,Campo Alegre,Minas Gerais,Unaí
-16.9117,-46.5583,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,Gira Mundo,Minas Gerais,Unaí
-16.33246,-46.504286,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,Liberdade,Minas Gerais,Unaí
-18647377.0,-49.23964,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,Santo Antônio,Minas Gerais,Canápolis
-18.862501,-47.706083,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,São Luiz,Minas Gerais,Indianópolis
-17.4651716,-47.2500733,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,São Luiz,Minas Gerais,Paracatu
-47.73718,-47.73718,Grupo de Produtores CJ Selecta,Grupo de Produtores CJ Selecta,Sayo,Minas Gerais,Indianópolis
-15.139852777777778,-48.95296388888889,Wellington Pereira Lima - Gebana Goias,Wellington Pereira Lima - Gebana Goias,Wellington Pereira Lima - Gebana Goias,Goiás,Barro Alto
-21.282777777777778,-45.43416666666666,Saag Comercial Exportadora Ltda - No-GMO,Saag Comercial Exportadora ,Fazenda Lage,Minas Gerais,Santana da Vargem
-21.52791111111111,-45.25128611111111,Saag Comercial Exportadora Ltda - No-GMO,Saag Comercial Exportadora ,Faz. Saquarema,Minas Gerais,Carmo da Cachoeira
-20.823544444444444,-45.25128611111111,Saag Comercial Exportadora Ltda - No-GMO,Saag Comercial Exportadora ,Faz. Verdes Mares,Minas Gerais,"Candeias, Minas Gerais"
-21.380283333333335,-45.308474999999994,Saag Comercial Exportadora Ltda - No-GMO,Saag Comercial Exportadora ,Potreiro,Minas Gerais,Três Pontas
-19.435080555555555,-46.84454166666667,Saag Comercial Exportadora Ltda - No-GMO,Saag Comercial Exportadora ,Agrorossi,Minas Gerais,Ibiá
-19.516130555555556,-46.53453888888889,Saag Comercial Exportadora Ltda - No-GMO,Saag Comercial Exportadora ,São Pedro,Minas Gerais,Ibiá
-19.937797222222223,-46.53453888888889,Saag Comercial Exportadora Ltda - No-GMO,Saag Comercial Exportadora ,FAZENDA ANGICOS,Minas Gerais,Medeiros
-21.60213888888889,-46.43993333333333,Saag Comercial Exportadora Ltda - No-GMO,Saag Comercial Exportadora ,Fazenda Novo Horizonte,Minas Gerais,Botelhos
-14.08013,-57.456034,SLC Agrícola S.A.,SLC Agrícola,Fazenda Paiaguás,Mato Grosso,Diamantino
-11.672627,-57.456034,SLC Agrícola S.A.,SLC Agrícola,Fazenda Palmares,Mato Grosso,Porto dos Gaúchos
-16.227882,-47.625268,SLC Agrícola S.A.,SLC Agrícola,Fazenda Pamplona,Goiás,Cristalina
-13.407468,-46.097783,SLC Agrícola S.A.,SLC Agrícola,Fazenda Panorama,Bahia,Correntina
-8.514722,-46.077028,SLC Agrícola S.A.,SLC Agrícola,Fazenda Parnaíba,Maranhão,Tasso Fragoso
-11.641121,-56.260797,SLC Agrícola S.A.,SLC Agrícola,Fazenda Perdizes,Mato Grosso,Porto dos Gaúchos
-12.100987,-52.420525,SLC Agrícola S.A.,SLC Agrícola,Fazenda Pioneira,Mato Grosso,Querência
-18.211311,-53.204092,SLC Agrícola S.A.,SLC Agrícola,Fazenda Planalto,Mato Grosso do Sul,Costa Rica
-8.554206,-46.859487,SLC Agrícola S.A.,SLC Agrícola,Fazenda Planeste,Maranhão,Balsas
-13.936938,-58.898933,SLC Agrícola S.A.,SLC Agrícola,Fazenda Planorte,Mato Grosso,Sapezal
-19.3549,-54.55269444444444,ADM do Brasil - Fazenda Perdigão,Archer-Daniels-Midland Company (ADM),Fazenda Perdigão,Mato Grosso do Sul,São Gabriel do Oeste
-14629,-55646,Louis Dreyfus Company – Bom Futuro Agrícola LTDA,Louis Dreyfus Company ,Fazenda Serra Azul,Mato Grosso,Rosário Oeste
-15356,-54983,Louis Dreyfus Company – Bom Futuro Agrícola LTDA,Louis Dreyfus Company ,Fazenda São Miguel,Mato Grosso,Campo Verde
-13.783623304017105,-56.96180390749444,Louis Dreyfus Company – Bom Futuro Agrícola LTDA,Louis Dreyfus Company ,Fazenda Itaipu,Mato Grosso,São José do Rio Claro
-55898,-13322,Louis Dreyfus Company – Bom Futuro Agrícola LTDA,Louis Dreyfus Company ,Fazenda Vovô Ernesto,Mato Grosso,Nova Mutum
-12.804975,-55.776375,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Alegria,Mato Grosso,Sorriso
-12.085497222222223,-55.66502777777777,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Berrante de Ouro,Mato Grosso,Sorriso
-12.502161666666666,-56.4691125,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Cella,Mato Grosso,Tapurah
-13.070797222222222,-54.96544166666667,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Centro da Mata,Mato Grosso,Nova Ubiratã
-13.338591666666668,-55.11895277777778,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Criciúma,Mato Grosso,Nova Ubiratã
-12.150277777777777,-55.75083333333333,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Jaborandi,Mato Grosso,Sorriso
-12.575758333333333,-56.01485,Associação Clube Amigos da Terra – CAT Sorriso,Associação Clube Amigos da Terra ,Fazenda Leopoldina,Mato Grosso,Sorriso
